用户ID,最近购买时间
605166,2017/11/28
605191,2017/12/3
605195,2017/11/25
605207,2017/12/3
605211,2017/11/30
605212,2017/11/27
605218,2017/11/29
605227,2017/12/3
605237,2017/12/2
605247,2017/12/2
60525,2017/12/2
605253,2017/12/3
605257,2017/12/3
605263,2017/11/29
605267,2017/12/3
605277,2017/12/2
605282,2017/12/3
605289,2017/12/2
605301,2017/12/3
605302,2017/11/30
605303,2017/12/1
605306,2017/12/1
605307,2017/12/3
60531,2017/12/1
605312,2017/12/3
605319,2017/11/27
605324,2017/12/3
605325,2017/12/2
605328,2017/12/2
605341,2017/11/30
605345,2017/11/30
605348,2017/12/3
60538,2017/11/27
605381,2017/11/30
605389,2017/12/2
605393,2017/12/3
605402,2017/12/3
605406,2017/12/3
605415,2017/11/28
605428,2017/12/1
605431,2017/12/3
605434,2017/11/26
605435,2017/12/3
605447,2017/12/2
605448,2017/12/2
605456,2017/12/1
605460,2017/11/30
605464,2017/12/2
605467,2017/12/3
605469,2017/12/2
605472,2017/12/3
60549,2017/12/2
605491,2017/11/27
605508,2017/12/2
60551,2017/12/2
605522,2017/11/27
605534,2017/12/2
605548,2017/11/30
605553,2017/11/28
605556,2017/11/30
605566,2017/12/1
605581,2017/12/1
605585,2017/11/30
605590,2017/12/3
605592,2017/12/3
605595,2017/11/29
605609,2017/12/3
605610,2017/12/3
605619,2017/12/2
605622,2017/12/2
605623,2017/12/2
605627,2017/11/27
605634,2017/12/3
60564,2017/11/27
605642,2017/11/28
605646,2017/12/2
605648,2017/12/2
605654,2017/12/2
605657,2017/11/28
605670,2017/11/30
605675,2017/11/26
605677,2017/12/3
605679,2017/11/27
605682,2017/12/3
605683,2017/12/3
605685,2017/12/3
605701,2017/12/2
605705,2017/11/25
605707,2017/11/30
605714,2017/11/26
605723,2017/12/3
605727,2017/12/1
605730,2017/11/27
605735,2017/12/2
605741,2017/12/3
605750,2017/11/30
605762,2017/12/1
605770,2017/12/3
605771,2017/11/29
605773,2017/11/28
605774,2017/12/2
60578,2017/11/29
605785,2017/12/2
605787,2017/12/3
605802,2017/12/3
605805,2017/12/3
605807,2017/12/2
605811,2017/12/2
605820,2017/12/3
605828,2017/12/3
605848,2017/12/3
605857,2017/12/3
605868,2017/12/1
605870,2017/12/2
605872,2017/12/1
605883,2017/11/28
605887,2017/11/30
605891,2017/11/29
605894,2017/11/30
60590,2017/11/30
605904,2017/11/30
605905,2017/11/27
605911,2017/11/28
605923,2017/12/3
605932,2017/11/26
605933,2017/11/25
605936,2017/11/25
605940,2017/11/28
605948,2017/11/25
605949,2017/12/1
605973,2017/12/3
605976,2017/12/3
605977,2017/11/30
605978,2017/12/3
605980,2017/12/3
605996,2017/12/1
606004,2017/12/3
60601,2017/12/3
606012,2017/11/28
606044,2017/11/30
606055,2017/11/29
606059,2017/12/3
606065,2017/12/2
606071,2017/11/25
606074,2017/12/1
60608,2017/12/2
606085,2017/11/30
606093,2017/12/1
606098,2017/12/1
606103,2017/12/2
606115,2017/12/3
606122,2017/12/1
60613,2017/12/2
606135,2017/11/30
606136,2017/12/1
606137,2017/11/29
60614,2017/11/28
606150,2017/11/28
606159,2017/12/2
606163,2017/11/27
606164,2017/12/3
606179,2017/11/30
606187,2017/12/2
606188,2017/12/1
606198,2017/11/27
60620,2017/12/2
606200,2017/12/2
606211,2017/11/26
60624,2017/11/30
606259,2017/12/1
606263,2017/12/3
60627,2017/12/2
606271,2017/11/27
606275,2017/11/30
606285,2017/11/30
606295,2017/12/3
606303,2017/12/2
606311,2017/12/3
606313,2017/11/28
606331,2017/12/1
606333,2017/12/3
606341,2017/11/27
606344,2017/11/27
606345,2017/11/28
60635,2017/12/3
606351,2017/12/2
606368,2017/11/29
606374,2017/12/1
606386,2017/12/2
606387,2017/12/3
606389,2017/12/3
606400,2017/12/3
606410,2017/11/29
606422,2017/11/30
606423,2017/12/2
606425,2017/11/29
606429,2017/11/30
606436,2017/12/3
606443,2017/12/3
606459,2017/12/1
606461,2017/12/3
606463,2017/12/2
606466,2017/11/25
606474,2017/12/3
606475,2017/12/3
606476,2017/12/2
606479,2017/11/26
606480,2017/11/26
606487,2017/12/2
606495,2017/12/3
606507,2017/12/3
606509,2017/11/30
606513,2017/12/2
606532,2017/11/28
606543,2017/12/3
606549,2017/12/2
60655,2017/12/3
606557,2017/12/2
606561,2017/11/28
606564,2017/12/3
606569,2017/11/26
60657,2017/11/29
606573,2017/12/3
606574,2017/12/3
60658,2017/11/29
606589,2017/12/3
606607,2017/12/1
606608,2017/12/3
606612,2017/11/29
606618,2017/12/2
606620,2017/12/3
606643,2017/12/3
606659,2017/11/30
606696,2017/11/30
606708,2017/12/1
606713,2017/11/25
606717,2017/12/2
606718,2017/12/3
606722,2017/12/3
606728,2017/12/1
606737,2017/12/2
606757,2017/11/29
606760,2017/12/3
606761,2017/12/2
606767,2017/11/29
606768,2017/12/3
606777,2017/12/2
606781,2017/12/1
606787,2017/11/29
60679,2017/12/2
606811,2017/12/2
606813,2017/12/2
606814,2017/12/3
606815,2017/11/30
606818,2017/12/3
606825,2017/11/29
606831,2017/12/2
606850,2017/12/2
606854,2017/12/1
606856,2017/11/27
60687,2017/12/3
606873,2017/12/1
606879,2017/11/25
606884,2017/12/3
606909,2017/11/29
60691,2017/12/2
606916,2017/12/2
606921,2017/11/30
606927,2017/12/1
606929,2017/11/26
606944,2017/11/29
606947,2017/12/3
606955,2017/12/1
606971,2017/11/26
606975,2017/12/3
606976,2017/12/1
606980,2017/12/3
606993,2017/11/28
606996,2017/12/3
606999,2017/12/3
60700,2017/11/27
607028,2017/12/3
607029,2017/12/3
60703,2017/11/25
607031,2017/12/3
607033,2017/11/28
607034,2017/11/30
607040,2017/12/2
607049,2017/12/3
607055,2017/12/2
607059,2017/12/2
607063,2017/12/3
607070,2017/12/2
607076,2017/12/2
607078,2017/11/28
607080,2017/11/28
607102,2017/12/3
607103,2017/12/2
607104,2017/11/29
607109,2017/12/3
607113,2017/12/3
607126,2017/12/2
607128,2017/12/2
607130,2017/12/1
607133,2017/11/27
607135,2017/12/3
607142,2017/12/3
607145,2017/11/30
607147,2017/12/3
607151,2017/11/27
607154,2017/12/3
607157,2017/11/29
60716,2017/11/29
607164,2017/11/28
607168,2017/12/2
60717,2017/11/30
607171,2017/12/2
607173,2017/12/3
607174,2017/12/3
607176,2017/12/1
607178,2017/11/29
60718,2017/11/30
607198,2017/12/3
607212,2017/11/26
607214,2017/12/3
607223,2017/11/30
607228,2017/11/29
60723,2017/11/27
607243,2017/11/25
607249,2017/12/2
60725,2017/12/3
607252,2017/12/3
607265,2017/12/2
607277,2017/12/3
607288,2017/11/28
607291,2017/12/1
607292,2017/11/30
607293,2017/12/3
607294,2017/12/3
607296,2017/12/3
607304,2017/11/26
607305,2017/11/30
607314,2017/12/2
607320,2017/12/2
607325,2017/12/2
607326,2017/12/3
607328,2017/12/3
607335,2017/12/2
607342,2017/12/3
607353,2017/12/1
607364,2017/12/3
607365,2017/11/28
607367,2017/11/29
607371,2017/12/1
607385,2017/11/30
607387,2017/12/2
607393,2017/12/3
6074,2017/12/2
607401,2017/12/1
607408,2017/11/25
607410,2017/12/3
607411,2017/12/1
607419,2017/12/3
607424,2017/12/3
607429,2017/12/3
607431,2017/12/3
607433,2017/12/3
607440,2017/12/3
607468,2017/12/3
607474,2017/11/28
60748,2017/11/27
607481,2017/11/30
607491,2017/12/2
607494,2017/11/28
607495,2017/11/26
607502,2017/11/29
60751,2017/11/26
607510,2017/12/3
607518,2017/12/2
607540,2017/12/1
607553,2017/11/27
607560,2017/12/1
607569,2017/11/29
60757,2017/12/1
607571,2017/11/29
607574,2017/11/28
607584,2017/11/30
607585,2017/12/1
607587,2017/11/28
607589,2017/12/1
60759,2017/11/30
607590,2017/11/27
607596,2017/12/3
607601,2017/12/3
607603,2017/12/2
607604,2017/12/1
607610,2017/11/27
607618,2017/12/1
607620,2017/12/3
607636,2017/11/30
607668,2017/12/2
607673,2017/11/30
607690,2017/11/26
607702,2017/12/1
607703,2017/12/2
607715,2017/11/27
607737,2017/12/1
607742,2017/11/27
607761,2017/12/2
607768,2017/12/2
607781,2017/12/3
607787,2017/12/3
607799,2017/12/1
607842,2017/12/3
607850,2017/11/27
607851,2017/12/3
607855,2017/12/3
607856,2017/12/3
607861,2017/11/25
607868,2017/12/3
607873,2017/12/3
607878,2017/11/29
607879,2017/11/27
607880,2017/11/29
607887,2017/12/3
607892,2017/12/2
607893,2017/11/29
607898,2017/12/2
607904,2017/12/3
607911,2017/12/3
607920,2017/11/27
607924,2017/11/29
607928,2017/12/2
607929,2017/11/25
607972,2017/11/28
607977,2017/11/30
607990,2017/11/27
607999,2017/11/27
608000,2017/11/30
608004,2017/12/3
60801,2017/11/26
608012,2017/12/3
608021,2017/12/1
608027,2017/11/30
608038,2017/12/2
608040,2017/11/30
608067,2017/11/28
608078,2017/12/2
608079,2017/11/27
608094,2017/11/29
608098,2017/12/1
608103,2017/11/30
608113,2017/12/3
608128,2017/12/1
608130,2017/11/27
608134,2017/12/2
608137,2017/12/3
608138,2017/11/30
608156,2017/11/26
608159,2017/12/2
608163,2017/12/3
608180,2017/12/1
608184,2017/11/26
608190,2017/11/25
608194,2017/11/29
608196,2017/11/30
608200,2017/11/27
608209,2017/11/27
60822,2017/12/3
608243,2017/11/25
608248,2017/12/3
608266,2017/11/30
608271,2017/11/27
608287,2017/11/28
608292,2017/12/1
6083,2017/11/30
608300,2017/11/25
608301,2017/11/25
608315,2017/12/2
608317,2017/12/3
608339,2017/11/28
608344,2017/11/27
608352,2017/11/26
608354,2017/11/26
608355,2017/12/3
608369,2017/11/26
608371,2017/11/27
608373,2017/11/30
608374,2017/11/30
608378,2017/11/29
608389,2017/11/25
608390,2017/11/30
608396,2017/12/3
608398,2017/11/25
6084,2017/12/3
608410,2017/12/2
608444,2017/12/3
608455,2017/12/3
608481,2017/12/2
608482,2017/12/1
608491,2017/12/2
608499,2017/12/3
608518,2017/11/28
608530,2017/12/3
608543,2017/12/3
608546,2017/11/27
608564,2017/12/2
608576,2017/12/2
60858,2017/12/3
608582,2017/12/1
608601,2017/12/1
608603,2017/11/28
608635,2017/12/1
608636,2017/11/30
608646,2017/11/26
608650,2017/12/1
608655,2017/11/30
608665,2017/12/3
608676,2017/12/2
608683,2017/12/1
608687,2017/11/30
608698,2017/12/3
608702,2017/12/2
608706,2017/12/3
608709,2017/12/1
608717,2017/12/2
608730,2017/12/3
608736,2017/11/26
608743,2017/12/3
608748,2017/11/27
60875,2017/12/3
608752,2017/12/3
608774,2017/11/28
608779,2017/12/2
608780,2017/12/3
608783,2017/11/29
608786,2017/11/27
608789,2017/12/3
608796,2017/12/2
608807,2017/11/27
608818,2017/12/3
608820,2017/12/3
608823,2017/12/2
608825,2017/11/25
60883,2017/11/28
608831,2017/12/2
608834,2017/11/28
608835,2017/12/2
608858,2017/12/2
608869,2017/11/30
60887,2017/12/3
608871,2017/12/1
60888,2017/12/1
608880,2017/11/26
608884,2017/12/2
608887,2017/11/29
608898,2017/12/3
608904,2017/11/29
608906,2017/12/2
608908,2017/12/3
60891,2017/12/1
608916,2017/12/2
608917,2017/12/3
608926,2017/12/3
60893,2017/11/30
608944,2017/11/25
608947,2017/12/3
608953,2017/12/2
608969,2017/11/29
608973,2017/12/2
608983,2017/11/29
608985,2017/11/26
608988,2017/11/26
60899,2017/11/29
608990,2017/12/1
6090,2017/12/3
609005,2017/12/3
609023,2017/11/25
609027,2017/12/1
609035,2017/12/1
609042,2017/12/1
609056,2017/12/2
609066,2017/11/27
609070,2017/12/3
609072,2017/12/3
609075,2017/12/3
609083,2017/11/30
609086,2017/11/26
609090,2017/12/3
60910,2017/12/2
609115,2017/12/3
609123,2017/12/2
609137,2017/11/26
60915,2017/11/29
609153,2017/12/3
609154,2017/12/2
609158,2017/11/29
609160,2017/12/2
609163,2017/12/2
609165,2017/12/3
609168,2017/11/30
609169,2017/12/1
609172,2017/11/30
609186,2017/12/3
609195,2017/12/1
609199,2017/12/2
60920,2017/12/1
609218,2017/11/27
609221,2017/12/1
609229,2017/11/29
609250,2017/11/28
609255,2017/11/25
609256,2017/12/3
609260,2017/11/27
609264,2017/12/1
609266,2017/12/3
609272,2017/11/28
609287,2017/12/3
60929,2017/11/29
609290,2017/12/3
609291,2017/12/1
609303,2017/11/28
609304,2017/12/3
609317,2017/11/29
609319,2017/12/3
609324,2017/12/3
60933,2017/12/3
609335,2017/12/2
609336,2017/12/2
609338,2017/11/28
609340,2017/11/25
609344,2017/12/2
609357,2017/11/30
609358,2017/12/2
609362,2017/11/30
609365,2017/11/26
609366,2017/12/3
609371,2017/12/2
609376,2017/12/1
609377,2017/12/3
609383,2017/12/3
609385,2017/11/26
609397,2017/11/26
609403,2017/11/30
609404,2017/12/2
609405,2017/11/30
609417,2017/11/27
60942,2017/11/26
609422,2017/11/28
609428,2017/11/26
609429,2017/11/28
609438,2017/11/26
60944,2017/12/3
609469,2017/12/3
609471,2017/11/26
60948,2017/11/26
609483,2017/11/28
609501,2017/11/29
609514,2017/11/25
609522,2017/11/26
609546,2017/11/30
609551,2017/11/29
609562,2017/12/1
609574,2017/11/30
60958,2017/12/1
609584,2017/12/2
609589,2017/12/3
609601,2017/11/26
609606,2017/12/2
609611,2017/12/3
60963,2017/12/3
609645,2017/12/2
609648,2017/12/1
609656,2017/12/3
609658,2017/12/3
609663,2017/11/26
609667,2017/11/28
609675,2017/12/1
609676,2017/11/30
609685,2017/11/30
609697,2017/11/25
609705,2017/12/3
609713,2017/11/26
609717,2017/11/26
609720,2017/12/3
609736,2017/12/2
609738,2017/12/3
609742,2017/11/25
609758,2017/11/29
609777,2017/12/3
609780,2017/11/29
609790,2017/11/28
609805,2017/12/1
609808,2017/12/2
609809,2017/12/2
609827,2017/12/3
609833,2017/12/3
609835,2017/12/2
609840,2017/12/1
609850,2017/12/3
609867,2017/11/29
609868,2017/12/2
60987,2017/11/29
609872,2017/11/27
609877,2017/11/25
609887,2017/11/30
609895,2017/12/1
609898,2017/12/3
609901,2017/12/3
609905,2017/12/2
60991,2017/12/2
609924,2017/11/30
609925,2017/12/1
609927,2017/11/28
609928,2017/12/1
609929,2017/11/28
609931,2017/11/29
609958,2017/11/27
609973,2017/12/3
609980,2017/11/29
609984,2017/11/29
609999,2017/11/26
610002,2017/12/2
610005,2017/12/2
610009,2017/12/2
610014,2017/12/2
610020,2017/11/30
610023,2017/11/28
610026,2017/12/3
610035,2017/11/27
610037,2017/12/1
610046,2017/12/2
610057,2017/11/26
610059,2017/11/30
61007,2017/11/27
610072,2017/11/27
610081,2017/12/3
610082,2017/11/29
610087,2017/11/30
610101,2017/12/2
610106,2017/11/27
610111,2017/11/28
610128,2017/12/1
610129,2017/11/30
61013,2017/12/3
610133,2017/12/3
610141,2017/12/1
610143,2017/12/3
61015,2017/11/26
610152,2017/11/29
610154,2017/12/2
610157,2017/12/3
610170,2017/12/3
610179,2017/11/28
610184,2017/11/27
610187,2017/12/3
610201,2017/12/2
610207,2017/12/1
610218,2017/12/2
610225,2017/12/3
61023,2017/12/2
610234,2017/12/3
610235,2017/12/3
610238,2017/12/3
61024,2017/11/30
610242,2017/12/3
610244,2017/12/3
610250,2017/12/3
610284,2017/11/27
610287,2017/12/3
61029,2017/12/3
610301,2017/11/29
610307,2017/12/2
610314,2017/11/29
610319,2017/11/27
61032,2017/11/25
610331,2017/12/2
610347,2017/11/30
610357,2017/12/3
610359,2017/11/27
610366,2017/12/2
610370,2017/11/28
610373,2017/11/30
610379,2017/12/3
610380,2017/11/25
610397,2017/12/3
6104,2017/12/3
61041,2017/12/2
610422,2017/11/29
610423,2017/12/3
610428,2017/11/30
610430,2017/12/3
610440,2017/12/3
610444,2017/12/3
61045,2017/11/30
610470,2017/11/29
610476,2017/12/2
610487,2017/12/1
610489,2017/12/2
610498,2017/12/2
610500,2017/12/3
610506,2017/12/3
61052,2017/12/2
610523,2017/11/25
610533,2017/11/30
610535,2017/11/29
610541,2017/11/28
610543,2017/12/2
610560,2017/11/26
610566,2017/12/2
610569,2017/11/27
61057,2017/12/3
610573,2017/12/1
610577,2017/12/3
61059,2017/11/27
610591,2017/12/3
610592,2017/12/3
610596,2017/11/28
610606,2017/12/3
61061,2017/11/26
610616,2017/11/25
610626,2017/12/3
61063,2017/11/29
610637,2017/12/3
61064,2017/12/2
610653,2017/11/29
610655,2017/12/3
61066,2017/12/1
610661,2017/12/1
610669,2017/11/29
610676,2017/12/3
610679,2017/12/2
610691,2017/11/29
610699,2017/12/2
610701,2017/12/2
610703,2017/12/3
610707,2017/12/3
610712,2017/12/3
610716,2017/12/2
610721,2017/11/30
610724,2017/12/1
610728,2017/11/30
610735,2017/12/1
610738,2017/12/3
610739,2017/11/28
610740,2017/12/3
610745,2017/12/2
610755,2017/11/28
610766,2017/11/28
610780,2017/11/29
610792,2017/12/1
610796,2017/12/3
610808,2017/12/2
610811,2017/11/30
610814,2017/11/25
610822,2017/12/3
610826,2017/12/2
610828,2017/11/29
610838,2017/11/29
61085,2017/11/27
610865,2017/11/29
610866,2017/11/28
610883,2017/12/2
610890,2017/12/1
610906,2017/12/3
610910,2017/12/2
61092,2017/11/27
610938,2017/11/30
61095,2017/11/28
610950,2017/12/2
610951,2017/12/3
610955,2017/11/30
61099,2017/11/29
610995,2017/12/2
610996,2017/12/2
611012,2017/11/29
61102,2017/12/3
611023,2017/12/2
611025,2017/11/27
611036,2017/11/27
611055,2017/12/2
611064,2017/12/3
611072,2017/12/2
611076,2017/12/3
611077,2017/11/27
611080,2017/12/1
611083,2017/12/3
611088,2017/12/3
61109,2017/11/27
611099,2017/12/1
611101,2017/11/30
611141,2017/12/3
611157,2017/12/2
611162,2017/12/2
611164,2017/12/3
61117,2017/12/3
611175,2017/12/2
611181,2017/11/30
611183,2017/12/3
611192,2017/12/2
611203,2017/11/28
611213,2017/12/3
611217,2017/12/3
611219,2017/11/29
611239,2017/12/2
611255,2017/12/3
611265,2017/11/27
611274,2017/11/28
611278,2017/11/27
611282,2017/12/3
611284,2017/11/29
611292,2017/12/3
611301,2017/11/30
611302,2017/12/2
611313,2017/12/1
611328,2017/11/29
61133,2017/11/25
61134,2017/12/3
611348,2017/12/3
611354,2017/12/1
611364,2017/12/2
611366,2017/12/3
61137,2017/12/3
61138,2017/12/2
611383,2017/12/3
611386,2017/12/3
611402,2017/12/2
611418,2017/11/26
611453,2017/11/29
611454,2017/11/28
611455,2017/11/30
611468,2017/12/3
611484,2017/11/28
611485,2017/11/25
611504,2017/12/3
611506,2017/11/27
611507,2017/11/29
611508,2017/12/3
611522,2017/12/1
611537,2017/11/29
611542,2017/12/1
611551,2017/11/30
611563,2017/12/1
611568,2017/11/27
611569,2017/11/27
611577,2017/12/3
61158,2017/12/2
611581,2017/11/28
611588,2017/11/30
611591,2017/11/30
611603,2017/11/29
611616,2017/11/29
611620,2017/11/27
611628,2017/12/3
611630,2017/12/3
611632,2017/12/3
611644,2017/12/2
611651,2017/11/28
611654,2017/12/3
611655,2017/12/1
61166,2017/12/3
611661,2017/12/3
611667,2017/11/30
611669,2017/11/29
611673,2017/12/3
611679,2017/12/2
611681,2017/12/2
611689,2017/11/30
61169,2017/11/28
611700,2017/11/29
611702,2017/12/1
611709,2017/11/28
611718,2017/11/26
61172,2017/12/1
611720,2017/12/2
611721,2017/12/3
611723,2017/11/29
611735,2017/12/3
611742,2017/12/3
611753,2017/11/30
611760,2017/11/27
611771,2017/12/3
611782,2017/11/27
611783,2017/12/2
611791,2017/12/3
611794,2017/12/1
6118,2017/12/3
611805,2017/12/3
611806,2017/11/27
611809,2017/11/26
611812,2017/11/28
611819,2017/11/30
611827,2017/12/2
611833,2017/12/3
611835,2017/11/29
611837,2017/12/2
611839,2017/11/25
611840,2017/11/27
611858,2017/12/2
611860,2017/11/29
611876,2017/11/29
611884,2017/12/2
611894,2017/12/2
611896,2017/11/25
611906,2017/11/30
611908,2017/12/2
611910,2017/12/2
611914,2017/11/30
61192,2017/12/2
611920,2017/11/30
611932,2017/11/28
611939,2017/12/3
61194,2017/12/2
611944,2017/11/26
61195,2017/11/29
611950,2017/12/3
611960,2017/11/26
611988,2017/12/1
611992,2017/12/3
611996,2017/12/1
6120,2017/11/26
612011,2017/11/30
612015,2017/12/2
612019,2017/12/3
612022,2017/12/1
612023,2017/12/3
612029,2017/11/26
612041,2017/12/2
612052,2017/11/29
612054,2017/11/28
612055,2017/11/26
612058,2017/12/1
612062,2017/12/1
612066,2017/12/1
612077,2017/12/1
612078,2017/11/30
612087,2017/11/25
612090,2017/11/27
612091,2017/11/27
612096,2017/12/2
612102,2017/12/2
612111,2017/12/2
612120,2017/11/28
612123,2017/11/29
612130,2017/11/26
612142,2017/11/30
612146,2017/12/3
612150,2017/12/1
612153,2017/12/2
612156,2017/12/3
612170,2017/11/25
612173,2017/12/2
612174,2017/12/1
612176,2017/12/3
612179,2017/12/3
612222,2017/12/1
612243,2017/12/1
612245,2017/12/3
612246,2017/12/2
612255,2017/11/27
612256,2017/11/25
612266,2017/12/2
612278,2017/12/3
612280,2017/11/29
612284,2017/12/2
612286,2017/12/2
6123,2017/11/30
612306,2017/12/2
612311,2017/11/30
612313,2017/12/2
612315,2017/12/2
612326,2017/12/3
612328,2017/12/2
612331,2017/12/3
612335,2017/12/3
612343,2017/12/2
612347,2017/11/29
612350,2017/12/1
612361,2017/12/2
612377,2017/12/2
612380,2017/12/2
612382,2017/12/3
61239,2017/11/26
612407,2017/12/3
612408,2017/12/2
612412,2017/12/2
612421,2017/11/30
612428,2017/11/30
612431,2017/12/1
612434,2017/12/2
612436,2017/12/2
61244,2017/12/2
612465,2017/11/30
612467,2017/11/27
612478,2017/12/3
612486,2017/11/30
612489,2017/12/2
612490,2017/12/1
612503,2017/12/3
612505,2017/12/2
612507,2017/12/3
612513,2017/12/3
612514,2017/11/25
612521,2017/12/2
612532,2017/12/3
612546,2017/12/3
612547,2017/11/25
61257,2017/11/28
612584,2017/12/2
612590,2017/11/26
612591,2017/12/3
61260,2017/12/1
612602,2017/12/1
612632,2017/12/3
612634,2017/12/3
612641,2017/12/2
612655,2017/11/27
612670,2017/12/1
612679,2017/11/30
61268,2017/11/29
612681,2017/12/1
612691,2017/11/30
612692,2017/11/28
612693,2017/12/3
612696,2017/12/3
612701,2017/11/28
612709,2017/11/26
612715,2017/11/29
612725,2017/11/29
612726,2017/11/29
612731,2017/12/2
612732,2017/12/3
612733,2017/12/3
612739,2017/12/1
612762,2017/12/3
612786,2017/12/2
612791,2017/12/3
612799,2017/12/3
612805,2017/11/27
61281,2017/12/3
612820,2017/12/1
612837,2017/12/3
612843,2017/12/1
612851,2017/12/3
612870,2017/12/3
612876,2017/12/3
612884,2017/11/25
612890,2017/12/3
612892,2017/11/28
612912,2017/11/29
612921,2017/12/3
612926,2017/11/28
612928,2017/11/29
612939,2017/12/3
61294,2017/12/2
612946,2017/12/1
61295,2017/11/29
612954,2017/12/3
612963,2017/11/29
612968,2017/12/3
612970,2017/12/2
612973,2017/11/30
612982,2017/12/1
612983,2017/11/29
612988,2017/11/27
612990,2017/11/30
612996,2017/11/28
613,2017/12/1
613000,2017/12/2
613008,2017/11/29
613040,2017/11/30
613041,2017/11/29
613052,2017/12/3
613053,2017/12/1
613078,2017/11/30
613092,2017/11/28
613100,2017/11/27
613101,2017/12/3
613107,2017/12/1
613109,2017/11/30
613115,2017/12/3
613116,2017/11/26
613117,2017/12/3
613136,2017/11/25
61314,2017/12/1
613149,2017/12/3
613155,2017/12/3
61316,2017/11/30
613160,2017/12/3
613164,2017/12/3
613169,2017/11/29
613188,2017/12/1
61319,2017/11/27
613190,2017/12/3
613192,2017/12/3
613197,2017/11/30
613203,2017/12/3
613206,2017/12/3
613211,2017/12/2
613212,2017/12/3
613221,2017/12/3
613227,2017/12/3
613229,2017/12/3
61323,2017/11/30
613231,2017/12/1
613244,2017/12/1
613246,2017/11/29
613247,2017/12/1
613258,2017/11/29
613266,2017/11/30
613284,2017/11/30
613287,2017/11/30
613288,2017/11/30
613298,2017/12/3
613312,2017/12/3
613321,2017/12/1
613330,2017/12/2
613337,2017/11/27
613338,2017/11/30
613341,2017/12/3
613348,2017/12/3
613354,2017/12/3
613371,2017/11/28
613384,2017/12/1
613385,2017/12/2
613403,2017/11/26
613408,2017/12/1
613409,2017/12/3
613412,2017/11/29
613413,2017/11/30
613421,2017/12/3
613428,2017/11/27
613432,2017/12/2
613434,2017/12/2
613447,2017/11/27
613450,2017/11/28
613457,2017/12/3
613461,2017/11/28
61348,2017/12/1
613487,2017/12/3
613497,2017/12/3
6135,2017/12/2
613504,2017/11/29
61351,2017/11/28
613525,2017/11/26
613545,2017/12/2
613546,2017/12/3
613560,2017/11/28
613561,2017/12/3
613581,2017/11/29
613586,2017/12/2
613596,2017/12/2
61360,2017/11/26
613601,2017/12/3
613607,2017/11/30
613616,2017/11/27
61362,2017/11/28
613621,2017/11/30
61363,2017/12/2
613634,2017/12/2
613640,2017/11/29
613641,2017/12/3
613644,2017/12/3
613647,2017/11/27
613655,2017/11/30
613657,2017/11/29
613664,2017/11/25
613666,2017/11/30
613681,2017/12/3
613689,2017/11/30
613693,2017/11/25
613701,2017/11/26
613702,2017/12/2
613707,2017/12/3
613709,2017/12/1
613712,2017/12/3
613716,2017/12/3
613722,2017/11/27
613729,2017/12/3
613730,2017/12/2
613731,2017/11/30
613735,2017/11/25
613741,2017/11/27
613752,2017/12/2
613759,2017/11/29
613770,2017/12/3
613775,2017/11/30
613779,2017/12/3
61378,2017/11/29
613793,2017/11/27
613795,2017/11/25
613807,2017/12/3
613808,2017/11/29
613814,2017/12/3
613816,2017/11/29
613818,2017/11/28
613820,2017/11/27
613822,2017/12/3
613832,2017/12/2
613837,2017/12/3
613845,2017/12/2
613853,2017/12/3
613860,2017/12/3
613868,2017/11/29
613870,2017/12/3
61389,2017/12/3
613895,2017/12/3
613900,2017/11/28
613905,2017/12/2
613907,2017/12/2
613908,2017/12/3
613925,2017/11/29
613928,2017/11/30
613931,2017/12/3
613949,2017/12/3
613958,2017/12/3
613979,2017/12/3
613985,2017/11/26
614,2017/11/26
614003,2017/11/30
614012,2017/12/2
61402,2017/12/2
614028,2017/12/3
614032,2017/11/26
614034,2017/12/3
614041,2017/12/2
614048,2017/11/26
614055,2017/11/25
614060,2017/12/2
614070,2017/11/26
614071,2017/12/1
614093,2017/12/3
614109,2017/11/30
61411,2017/12/3
614115,2017/11/28
61412,2017/12/3
614120,2017/12/2
614140,2017/12/1
614145,2017/12/2
614147,2017/12/3
614148,2017/11/26
61415,2017/12/3
614167,2017/12/1
614171,2017/12/3
614197,2017/12/1
6142,2017/12/1
614202,2017/11/29
614204,2017/12/2
614211,2017/12/3
614212,2017/12/2
614219,2017/11/29
614228,2017/12/2
614233,2017/11/28
614237,2017/11/25
614239,2017/11/26
614242,2017/11/25
614246,2017/12/2
614257,2017/12/3
614271,2017/12/3
614278,2017/11/28
61428,2017/11/27
614288,2017/12/3
614293,2017/12/1
614298,2017/11/26
614304,2017/12/1
614305,2017/12/3
614306,2017/12/3
614308,2017/11/25
614324,2017/11/30
614327,2017/12/3
614329,2017/11/26
614338,2017/12/2
614341,2017/11/27
614364,2017/12/2
614365,2017/11/29
61437,2017/12/2
614373,2017/12/2
614374,2017/12/3
614378,2017/11/30
614391,2017/12/3
614404,2017/12/3
614410,2017/11/28
614418,2017/11/28
614422,2017/12/3
614428,2017/12/2
614442,2017/12/3
614453,2017/12/3
614459,2017/12/2
61446,2017/11/28
614464,2017/11/27
614468,2017/12/2
614469,2017/12/3
61447,2017/12/2
614470,2017/11/30
614476,2017/11/25
614481,2017/12/2
614499,2017/12/2
6145,2017/11/30
614508,2017/11/29
