用户ID,购买次数
507509,3
507514,1
507515,5
507525,4
507528,6
507538,1
507540,2
507551,1
50756,1
507577,9
507582,2
507589,2
507604,4
507607,2
507618,1
50764,1
507649,7
507664,1
507665,7
507682,2
507691,2
507696,2
507699,5
507701,2
507704,3
507706,1
507713,3
507721,2
507724,2
507734,11
507735,3
507742,1
507752,1
507777,2
507792,5
507799,1
507802,1
507810,2
507818,1
507826,2
50783,3
507844,8
507853,5
507859,2
50787,2
507871,5
507876,5
507882,1
507884,4
507889,3
50792,4
507923,1
507941,7
507949,1
50796,2
507970,1
507971,3
508009,6
508019,2
508026,3
508048,9
508056,1
508064,3
50807,1
508075,3
508093,8
508097,1
508104,6
508106,3
508107,1
508119,1
50812,3
508139,2
508147,1
508162,1
508164,6
508173,1
508179,1
508205,1
508215,3
508216,1
508217,4
508219,1
508221,4
508226,1
508228,1
508270,2
508277,1
508301,1
508302,3
50832,3
508322,1
508324,5
508335,2
508344,6
508352,2
508360,6
508368,6
50837,4
508373,3
50838,2
508385,10
508396,4
508406,1
508415,4
508417,3
508425,1
508433,3
508434,2
508435,3
508448,1
50845,2
508450,14
508452,2
50846,5
508463,7
508484,1
508486,2
508492,3
50850,2
508521,3
508524,2
508528,5
508538,4
508548,1
50855,1
508550,2
508551,3
508553,1
508563,1
508580,3
508583,7
508589,1
50859,6
508599,1
508601,2
508610,7
508613,4
508625,6
508632,2
508645,1
508648,4
508657,3
50866,3
508676,2
508679,5
508690,4
508691,4
508697,4
508698,7
508699,3
508704,1
508706,3
508709,3
50871,2
508718,13
508723,2
508730,1
508731,2
508732,2
508738,7
508740,3
508747,2
508749,1
508752,2
50876,1
508779,2
508780,5
508787,1
508789,4
508791,13
508796,1
508803,6
508807,2
508815,1
508822,3
508826,3
508827,2
508876,3
508889,1
508890,2
508914,2
508916,4
508924,1
508927,2
508931,1
508935,2
50894,4
508944,1
508958,2
508962,1
508963,2
508970,6
508971,1
508976,2
508981,1
508984,1
508996,2
509001,1
509005,5
509007,11
509008,1
509010,2
509021,3
509039,3
509049,1
509058,2
509066,1
50907,1
509072,1
509096,2
509099,2
509123,1
50913,3
509140,2
509145,2
509153,2
509178,1
509184,9
509190,4
509191,4
509203,2
509227,2
509228,7
509231,7
509235,4
509243,3
509244,5
509248,5
509250,1
509251,1
509288,4
509292,1
509300,1
509301,3
50931,2
509314,1
509319,9
509325,9
509333,3
509350,2
509367,3
509377,4
509383,2
509390,3
509394,2
509404,2
509414,2
509415,5
509417,1
509420,1
509421,2
509422,2
50943,4
509433,5
509434,1
509459,3
50946,1
509460,9
509462,7
509464,2
509470,1
509471,2
509487,2
509496,2
509498,1
509502,1
509509,2
509511,4
509518,5
509519,3
50952,7
509535,1
509558,5
509568,1
509573,1
509578,1
509579,4
509595,7
509596,7
509607,3
509610,9
509611,1
50962,2
509622,1
509633,2
509636,4
509637,3
509638,1
509645,1
509646,3
509651,4
509667,2
509681,2
509686,4
509691,3
50970,13
509707,3
509708,3
509710,3
509724,5
50973,1
509753,1
509755,4
509758,2
50977,2
509772,4
509781,3
509783,4
509789,2
509807,4
509817,3
509837,1
509854,2
509859,10
509861,2
509874,7
50988,4
509884,1
509891,5
509896,1
509903,3
509913,2
509914,1
509926,1
509929,11
509932,5
509940,4
509944,6
50995,2
50996,4
509962,1
509978,1
50998,2
509983,5
509996,1
510003,1
510004,1
510014,2
51002,3
510020,3
510026,5
510029,1
510031,3
510033,7
510037,3
510041,1
510044,2
510048,4
510062,5
510078,1
510079,1
510082,1
510099,1
510103,4
510113,4
510122,1
51014,4
510143,6
510149,2
510160,3
510161,2
510178,3
510184,1
510187,1
510188,7
510195,1
5102,5
510203,3
510207,1
510210,1
510220,2
510221,2
510235,10
510242,2
510243,3
510247,1
510259,1
51026,1
510260,3
510262,2
510264,2
51027,7
510273,4
510276,4
510297,1
510299,1
510306,2
510308,1
510311,1
510312,3
510320,1
510326,3
510329,5
510338,4
510350,4
510352,11
510356,12
510361,2
510365,1
510368,1
510370,2
51038,2
510383,3
510392,3
510418,1
510422,3
510426,10
510428,4
510429,2
510436,3
510437,6
51044,3
510440,7
510442,1
510446,2
510456,6
510466,10
510470,5
510474,3
510477,6
510482,1
510495,8
510501,7
510518,2
51052,2
510529,7
510541,5
510557,3
510559,5
510566,9
510577,1
510591,3
510593,2
510597,8
510598,5
510599,6
5106,3
510608,2
510617,3
510652,1
510657,2
510661,1
51068,1
510685,4
510688,2
51069,4
510691,7
510698,4
510701,2
510703,1
510704,7
510706,1
510717,1
510719,5
510720,4
510730,3
510734,2
51075,1
510757,1
51076,2
510765,2
510768,1
510774,1
510781,3
510791,2
510792,2
510794,4
510795,1
510806,2
510815,1
510820,1
510828,3
510834,1
510844,4
510846,1
510848,3
51085,1
510852,1
510889,2
510893,5
510908,3
510912,1
510915,2
510933,2
510943,3
51095,1
510970,3
51098,6
510980,6
510981,2
51099,1
510996,1
510998,3
511006,2
511017,1
511027,6
511030,1
511040,1
511049,2
511051,4
511052,2
511056,1
511058,2
511065,2
51107,2
511073,1
511089,3
51109,2
511097,2
511100,3
511105,1
511110,1
511113,1
511114,1
511118,14
51113,9
511133,1
511134,1
511136,1
511137,1
511141,1
511153,1
511163,3
511164,4
511168,3
511172,1
511178,4
511194,5
511208,1
511209,1
511228,2
511230,6
511237,1
511245,3
511246,1
511249,2
511257,3
511261,2
511267,1
511280,4
511291,4
5113,1
511300,2
51133,5
511333,1
511345,7
511353,1
511357,1
511358,4
51136,7
511360,1
511362,3
511365,1
511369,1
51137,2
511381,3
511388,5
511389,1
511395,1
5114,4
511407,2
511410,3
511411,7
511417,2
511419,1
511420,1
511421,2
511422,1
511429,1
511430,3
511432,4
511439,1
511444,1
511445,3
511449,8
511450,2
511462,2
51147,2
511472,2
511485,6
511497,1
511505,1
511508,2
51151,4
511518,8
511538,1
511540,1
511552,3
511557,2
511566,1
511574,1
511586,3
511589,1
511597,4
511614,1
511618,2
511638,11
511650,3
511654,2
511661,6
511671,6
511673,1
511678,1
511681,1
511694,3
511695,3
511698,3
511705,2
511707,1
511713,2
511739,4
511756,5
511764,3
511781,5
511788,6
51179,1
511808,3
511809,1
511812,1
511820,4
511822,4
511825,4
51183,3
511830,2
511837,4
511838,1
51184,1
511843,2
511844,1
511847,3
511849,2
511859,1
511860,3
511861,3
511862,1
511863,1
511865,1
511873,4
511874,2
51190,3
511901,1
511903,2
511906,1
511908,3
511914,3
511930,2
511962,1
511965,2
511968,1
511969,1
511971,2
511978,2
51198,1
51200,2
512005,3
512006,3
512018,7
512020,1
512032,2
512045,2
512050,4
512051,1
512054,1
512057,2
512072,1
512074,1
512079,2
512099,11
512106,1
512111,1
512130,2
512134,1
512139,3
51215,3
512153,2
512162,1
512164,7
512176,1
512181,3
512184,2
512186,9
512187,2
512203,1
512204,1
51221,4
512215,1
512232,1
512252,1
512256,11
512264,1
512283,1
512289,2
512296,3
512299,2
512305,1
512308,5
512324,9
512337,3
512350,11
512357,1
512366,1
512405,1
512418,3
512423,3
512429,1
512432,2
512433,3
512453,1
512456,5
512459,2
51246,4
512463,1
512479,1
512485,11
512490,5
512495,1
512499,4
512501,2
512509,5
512531,1
512533,5
51254,16
512543,1
512546,1
512548,1
512557,1
51256,5
512562,1
51257,4
512586,2
512588,1
512607,1
512610,1
512614,1
512618,1
512619,2
512629,1
512631,4
512646,2
512654,5
512661,2
512676,2
512678,1
512689,1
512694,1
51270,9
512701,1
512708,11
512713,3
512714,4
512720,3
512723,1
512747,1
512755,2
51276,15
512760,1
512769,1
512771,4
512772,10
512782,3
512783,1
512797,6
51280,3
512802,1
512809,12
512818,4
512832,1
512841,6
512843,1
512848,2
512851,1
512854,3
512859,3
512860,3
512886,1
512890,2
512897,1
512899,1
5129,1
512900,7
512913,1
51294,3
512947,2
512960,2
512963,1
512972,1
512974,3
512975,9
512981,2
512986,2
513000,3
513007,4
513021,5
513026,3
513035,1
51305,1
513060,1
513062,1
513070,2
513088,6
513090,1
513108,2
513113,1
513130,4
513141,4
513149,3
51316,2
513168,3
513169,4
513182,16
513186,8
51319,2
513191,4
513202,2
513208,5
513211,1
513229,1
513233,1
513241,1
513243,3
513245,4
513253,8
513279,9
51328,4
513305,4
513311,1
513312,4
513322,3
513327,5
513358,4
513363,11
513366,4
513384,2
513386,2
513390,3
513392,1
513393,1
513395,3
5134,3
513401,3
513407,3
513409,2
513410,4
513416,6
51342,10
513431,2
513438,2
513440,1
513449,4
513460,5
513465,3
513470,4
513473,3
513475,8
513476,3
513480,7
513485,1
51350,2
513501,4
513506,1
513509,5
513511,2
513516,2
513518,2
513522,2
513526,4
513533,3
513541,2
513554,10
513575,2
513587,3
513604,2
513617,1
51362,1
513621,1
513622,5
513626,6
513635,3
513636,1
513651,6
513661,1
513671,2
513674,2
513678,2
513689,3
513703,1
513705,10
513709,8
513711,4
51372,3
513722,2
513735,1
513736,4
513742,1
513744,2
513751,1
513752,6
513761,1
513767,1
513768,1
513771,4
513772,1
513782,4
513784,1
513795,1
513802,3
513809,1
513820,1
513833,4
513837,2
513843,1
513856,1
51386,4
513860,1
513884,2
513887,2
513889,1
513890,3
513894,2
513895,3
5139,4
513915,1
513917,3
513921,5
513924,2
513933,3
513939,2
513941,2
513956,4
513959,3
51398,5
513981,1
513982,1
513985,2
513987,5
513999,1
514002,7
514007,1
514008,1
514011,4
514017,1
514027,2
514032,1
514033,1
514034,5
514035,2
514039,2
514046,3
514066,7
514068,3
514077,6
514104,8
514105,7
514106,1
514126,10
514136,1
514149,5
514155,1
514156,1
514162,3
51418,4
514185,1
514191,4
514193,6
514205,1
514214,7
514223,2
514239,2
514240,3
514244,6
514246,3
514247,1
51425,5
514259,2
514263,3
514274,2
514291,2
514294,2
514296,1
514331,1
514337,4
514341,4
514348,3
51435,1
514352,7
514357,2
514363,1
514367,2
514372,3
514379,3
51438,1
514380,3
514381,2
514409,2
514420,8
514421,3
51443,7
514430,2
514445,1
514446,1
51445,3
514451,5
514452,6
514454,2
514467,3
514468,5
514475,3
514479,1
514488,3
51449,3
514495,1
514514,1
514523,1
51453,1
514534,1
514536,3
514538,2
514541,3
514549,2
514550,1
514553,7
514560,9
514564,8
514566,1
514573,3
514577,1
514579,3
514584,15
514599,3
514608,1
514615,1
514618,1
514630,1
514634,2
514643,2
514644,2
51465,6
514655,3
514688,2
514692,1
514700,3
51471,1
514713,2
514714,2
51472,8
514728,2
514732,3
51474,5
514745,1
514750,5
514761,2
514768,3
514779,3
51478,4
514784,1
514796,6
51480,7
514803,3
514810,3
514814,1
514818,4
51482,3
514821,2
514825,5
514827,6
514830,6
514838,2
514841,4
514846,2
514848,2
514852,1
514857,3
514861,6
51487,9
514872,1
514886,1
514900,1
51491,1
514924,2
514932,3
514943,9
514947,9
51495,3
514957,3
514965,2
514969,2
514973,1
514974,5
514975,3
514976,5
514990,2
514994,1
514995,1
515009,8
515018,1
515037,1
515048,4
515049,1
515056,1
51507,1
515086,4
515093,1
515094,6
515095,1
515100,1
515103,1
515104,3
51511,4
515110,2
515111,2
515114,1
515116,2
515122,3
515124,4
515131,6
515132,3
515135,2
515137,2
515145,3
515159,2
515160,2
515170,3
515176,7
51519,1
515195,5
515201,6
515206,2
515209,2
515210,1
515211,2
515215,2
515220,7
515227,1
515237,1
515248,1
51526,2
515262,1
515269,1
515283,6
515285,2
515288,2
51529,2
515290,3
515296,5
515298,2
51530,3
515308,3
515310,1
515311,1
515336,2
515337,1
515338,7
515353,3
515358,1
515361,4
515364,2
515365,1
515370,2
515376,1
515381,2
515382,4
515386,1
51539,6
515406,1
515415,1
515420,4
515421,3
515424,2
515435,1
515445,7
515453,1
515454,3
515458,3
515478,3
515482,1
515487,1
515488,1
515498,1
5155,2
515518,2
515524,2
515526,1
515528,2
515545,2
515547,4
515549,4
515558,2
51556,9
515567,3
515573,4
515583,4
515584,4
515598,1
515609,1
51561,3
515617,8
515618,1
515623,1
515628,2
515633,1
515634,2
515643,2
515656,8
515667,1
515676,3
515683,2
515688,1
515692,1
515694,2
515695,2
515706,4
51572,1
515723,2
515727,1
515734,1
515737,5
515738,5
515744,1
515753,2
515758,2
515760,5
515761,2
515779,2
51580,2
515805,5
515814,1
515820,2
515821,3
515831,2
515841,2
515846,2
515854,1
515855,2
515856,1
515858,1
515859,2
515867,2
515870,1
515875,2
515876,3
51588,4
515888,2
515889,5
515894,1
515899,4
515911,1
515928,1
515930,3
515931,2
515932,4
515939,3
51596,1
515971,2
515973,4
515976,2
515979,1
515983,6
515990,4
515999,3
516011,2
516020,1
516027,3
516028,4
516034,3
516036,1
516051,2
516055,2
516059,1
516062,1
516089,2
516100,2
516113,1
516120,1
516121,2
516126,2
516128,6
516129,4
516142,3
516147,5
516150,3
516174,3
516176,5
51618,2
516185,3
516193,1
516198,1
516212,1
516218,1
516224,7
516236,3
516249,2
516252,3
516259,2
516268,8
516292,1
516294,14
516296,2
516302,3
516328,3
516330,2
516355,1
516362,2
516364,5
516368,1
516380,2
516382,5
516383,1
516390,3
516398,2
516407,4
516412,1
516413,7
516424,3
516429,3
51643,1
516434,1
516437,1
516441,1
516445,2
516448,8
516453,8
516457,1
516458,1
516460,1
516467,5
516475,6
516493,3
516497,7
51650,2
516505,7
516509,1
516516,2
516520,2
516523,16
516532,4
516546,1
516552,1
516559,1
51656,1
516562,4
516564,5
516565,2
516568,1
51657,4
516575,3
516579,2
516592,1
516596,2
51660,1
516601,1
516603,3
516607,4
51663,4
516636,6
516638,5
516647,2
516650,3
51666,3
516668,1
516675,1
516688,2
516695,5
516696,2
516704,1
516707,2
516720,4
516752,1
516755,2
51676,8
516774,5
51678,6
516780,1
516785,3
516787,2
516788,2
516793,3
516794,2
516807,3
516815,5
516816,2
516824,6
516827,1
516829,7
516833,1
516835,3
516837,1
516847,1
516864,3
516865,1
516870,3
516871,5
516872,2
516889,2
516892,7
516896,3
51690,3
516906,1
516921,2
516923,3
516928,10
516934,2
51694,1
516956,1
51696,6
516968,4
516973,2
516974,1
516981,2
516987,2
516988,1
51699,1
517001,3
517002,3
517024,9
517027,2
51704,2
517053,3
51706,1
517076,1
517081,1
517082,1
517095,1
517123,4
517132,5
517133,4
517135,3
517150,2
517153,1
517156,4
517158,1
517168,4
517171,4
517172,3
517173,4
517175,4
517181,3
517182,2
51719,11
517198,1
517219,1
517252,3
517256,2
517258,7
517267,2
517277,1
517281,3
517284,5
517295,4
517301,7
517308,4
517312,1
517315,3
517329,7
517330,4
517334,14
517335,2
517340,1
517349,2
517354,4
517361,2
517366,9
517378,4
51738,2
517399,4
5174,6
517406,1
517408,2
517413,2
517417,2
517428,4
51743,2
517439,3
517441,8
517448,2
517461,1
517464,2
517469,6
517472,2
51748,2
517492,5
517508,2
517509,1
517522,1
517532,3
517572,1
517575,2
517583,2
517584,2
517599,5
517620,3
517621,3
517635,1
517641,2
517642,25
517651,1
517652,1
517656,1
517657,2
517658,1
517676,1
517696,3
517715,4
517717,2
517731,1
517754,5
517759,5
517766,2
517772,3
517778,4
517792,3
517795,2
51780,3
517800,2
517813,2
517816,3
517817,1
517824,1
517829,2
517837,1
51784,3
517846,1
517852,1
51786,3
517860,2
517862,3
51787,1
517871,3
517881,2
517899,1
517912,2
517913,5
517931,1
517933,2
517935,1
517945,1
517948,2
517953,3
517963,2
517966,2
517974,1
51799,8
517995,2
517998,4
518016,4
518021,4
518024,3
518037,8
518049,2
51805,1
518059,1
518067,6
518074,1
518094,1
518096,2
518102,1
518104,2
518121,4
518134,4
51814,1
518145,1
518158,2
518164,5
518165,3
518170,9
518173,5
518190,1
518193,1
518197,4
518209,4
518218,1
518222,1
518245,1
518247,7
518252,2
51826,4
518264,1
518268,4
518274,2
518287,1
518288,7
518289,6
518298,9
518301,1
518308,1
518309,1
518316,5
518318,1
518322,1
518326,7
518334,3
51834,3
518350,5
518361,5
518372,1
518381,3
518383,4
518396,1
518408,3
518410,7
518417,3
518420,1
518426,1
518438,4
518456,1
518467,1
5185,5
518524,1
518526,3
518527,2
518528,1
518564,1
518566,1
518569,1
518572,2
518577,6
518579,1
518580,1
518596,2
518602,1
518608,4
518613,1
51862,1
518633,1
518635,4
518641,4
518668,1
518673,8
518677,3
51868,12
518680,4
518681,3
518683,2
518684,2
51869,5
518694,2
5187,2
518703,1
518711,6
51872,8
518720,1
518725,2
518729,4
51873,1
518734,2
51874,5
518741,2
518754,6
518756,1
51876,1
518760,5
518766,1
518776,2
518783,4
518798,2
518803,1
518826,4
518845,2
518850,5
518857,3
518862,2
518865,2
51887,1
518903,14
518906,2
51891,10
518917,3
518929,1
518930,2
518933,2
518935,2
518938,5
518944,4
518947,1
518950,2
518952,4
518956,3
518975,1
518980,2
518994,5
518996,3
518998,4
519011,2
519017,1
519020,2
519025,11
519029,3
519037,2
519051,1
519053,1
519057,1
519064,1
519073,2
519080,1
519082,16
519090,2
519093,3
519105,2
519114,2
519121,3
51913,3
519140,1
519158,7
51918,2
519189,2
519192,4
519217,1
519221,3
519238,4
519241,6
519245,1
519270,1
519271,1
519272,1
519277,8
519285,3
5193,4
519303,2
519323,5
519326,3
51933,2
519330,1
519335,2
519338,2
519345,2
519353,1
519355,2
519359,2
519362,6
519363,4
519370,5
519377,3
519389,1
519390,3
519391,2
519394,1
519397,6
5194,1
51941,1
519413,2
519429,1
519431,1
519433,1
519434,2
519435,5
519440,3
519445,3
519446,2
519453,2
519459,6
519460,1
519461,10
519466,4
519473,1
519478,6
519481,1
519489,5
51949,2
519506,3
519510,1
519512,1
519513,6
519518,3
519521,1
51954,5
519543,1
51956,8
519562,4
519575,2
519578,4
51959,1
519594,4
519602,1
519610,1
519611,2
519621,3
519625,1
519631,2
519638,2
51964,4
519642,12
519649,1
519650,1
519652,1
519664,4
519665,5
519674,1
519676,2
519678,8
519681,7
519687,2
51969,5
519695,1
519699,7
5197,6
519700,1
519712,5
519713,2
519716,1
519731,1
519740,2
519744,1
519746,4
519752,2
519770,1
519771,2
519776,1
519788,1
519789,2
519793,5
519795,1
519798,1
5198,3
519809,1
519813,1
519815,7
519817,4
519823,2
519845,2
519854,3
519863,2
519873,4
519877,4
519889,5
519890,6
519896,1
519901,3
519917,6
519924,2
519930,4
51995,4
519961,2
519964,1
519971,2
519977,1
519985,2
519987,2
519988,5
519989,1
51999,3
52000,7
520000,2
520007,1
520011,1
520020,1
52005,1
520062,1
520063,3
520064,7
52007,17
520072,5
520073,1
520078,7
520080,2
520083,1
520085,1
520090,1
520112,2
520113,1
520114,2
520118,1
520119,2
520124,1
520138,3
520145,6
520146,2
520149,13
520161,5
520165,1
520175,4
520176,5
520198,3
520200,1
520206,2
520208,1
520216,1
520231,4
520232,2
520233,2
520245,4
520248,5
52027,2
520272,5
520286,1
520305,2
520306,2
520307,1
520308,20
520311,4
520321,2
520322,2
520328,6
520347,3
520357,4
520358,1
52038,6
520385,3
52039,1
520392,5
520393,12
520402,1
520408,9
520411,2
520416,4
520427,4
520443,2
520445,1
520452,2
520467,3
520471,7
520489,1
520492,2
520499,5
520501,2
520505,7
520511,1
520519,5
52052,1
520521,3
520525,3
520531,1
520544,3
520548,1
520564,1
520572,2
52058,2
520581,1
52059,5
520591,2
520607,1
520613,2
520617,4
520618,3
520626,5
520628,1
520644,1
520666,1
520671,2
520689,3
520697,1
520699,8
520708,3
520727,1
520748,5
520754,2
520762,9
520764,1
520777,1
520779,2
520781,1
520792,3
520795,5
520796,2
520801,5
520824,1
520827,3
520831,2
520851,4
520867,3
520878,4
520892,1
520905,5
520914,2
520925,2
520926,1
520944,1
52095,3
520958,4
520960,4
520962,2
520963,1
520965,1
520971,1
520973,3
520994,2
520998,2
521004,1
521010,1
521027,2
521037,4
521044,8
521054,2
52107,2
521070,6
521076,3
521082,1
52110,1
521103,3
521109,4
521126,1
521132,3
52114,3
521142,4
52115,1
521154,1
521162,1
521174,2
521176,9
521180,7
521184,1
521189,2
521202,4
521203,3
521206,1
521211,2
521230,1
521234,3
521244,4
521245,1
521274,5
521278,2
521292,2
521294,2
521295,2
521300,1
521311,1
521319,7
52134,1
521341,2
521351,3
521352,1
521356,1
521359,1
521371,8
521378,5
521379,1
521383,2
521390,2
521396,2
521397,1
521402,1
521428,4
52143,2
521433,2
521476,4
521482,3
521497,1
521503,4
521505,8
521507,2
521508,4
52151,2
521521,2
521522,4
521526,5
521535,1
521547,6
521549,3
521573,3
521578,3
521581,1
521586,3
521587,2
521593,1
521597,2
521603,1
521604,2
521605,1
521607,8
521618,3
52162,3
521625,1
521631,5
521672,2
521674,1
521679,6
521680,1
521683,3
521688,1
52170,1
521706,6
521710,4
521712,2
521719,4
521721,7
521726,1
521730,1
52174,3
521740,4
521749,1
52175,6
521762,1
521767,1
521770,2
521776,2
521779,1
521781,2
521783,7
521793,2
521805,2
52183,3
521857,2
521858,1
52189,5
52190,3
521901,1
521904,2
521906,2
521911,1
521913,1
521915,4
52192,1
521921,4
521935,2
52194,3
521944,6
521947,1
521951,2
521953,1
521960,1
52197,2
521976,6
521979,1
521982,3
521984,5
521988,2
521992,1
521994,1
521996,1
521997,3
522,2
522000,1
522001,2
52203,2
522033,4
522042,1
522043,2
522047,1
52205,3
522061,9
522068,1
52207,2
522073,1
522075,1
522099,1
522102,1
522103,1
522107,5
522108,1
522111,2
522118,1
522140,1
522143,3
522150,1
522154,5
522163,8
522177,11
522180,2
522201,6
522202,1
522208,4
522222,3
522232,2
522233,1
522234,3
522247,2
522248,2
522250,1
522258,1
522262,6
522265,3
522268,1
522270,2
522281,5
522284,2
522291,1
522299,4
522301,18
522305,1
52233,1
522330,1
522335,2
522337,2
522348,2
522350,3
522367,4
52237,2
522371,1
522374,3
522376,2
522379,1
522382,2
522387,5
522393,1
522396,1
522402,4
522404,3
522435,1
522454,3
522458,3
522461,1
52247,3
522472,3
522478,14
522487,1
522491,1
522494,2
522497,6
52250,3
522500,3
522501,1
522502,4
522509,1
52251,2
522516,3
522529,7
522538,4
522547,3
522549,3
522552,1
522564,4
52258,2
522585,8
522590,4
522593,2
522595,1
522601,4
522603,4
522607,1
522613,3
522614,9
52262,5
522625,1
522668,1
522684,4
522695,1
522717,2
522718,5
522726,2
52273,2
52275,2
522765,1
522774,1
522775,1
522776,1
522779,6
522783,3
522786,1
522787,1
522790,2
52280,1
522802,1
522807,2
522812,2
522817,2
52282,2
522829,4
522832,4
522846,18
522851,3
522865,1
522875,8
522892,1
522893,4
522907,1
522913,13
522916,2
522928,1
522933,4
522942,3
522944,3
522948,2
522953,1
522954,3
522956,1
52296,3
522962,7
522969,3
522970,4
522984,10
522985,3
522989,3
52299,2
52300,5
52301,2
523022,5
523042,2
523043,3
523045,3
523046,3
523052,2
523053,1
523055,2
523059,11
52306,2
523075,11
523078,2
523084,2
523093,8
523106,2
523107,3
523119,4
523133,2
523138,2
523153,5
523164,4
523175,4
52318,3
523181,5
523198,5
523203,2
523218,2
523219,6
523220,2
523225,1
523227,12
523233,1
523241,5
523242,2
523247,1
523258,1
523259,3
523265,1
523266,1
523273,1
523275,6
523292,1
523300,2
523308,3
523310,1
523313,3
523314,7
523315,5
523319,1
523320,3
523326,6
523329,6
523348,1
52336,3
523360,1
523363,5
523364,2
523372,5
523378,3
523379,2
523385,2
523392,2
523396,6
5234,4
523402,3
523409,1
523410,1
523419,12
523425,2
52344,1
523440,4
523443,1
523447,1
523450,1
523453,10
523459,3
523463,4
523465,1
523472,3
523475,2
523486,1
523488,3
523496,2
5235,4
523500,1
523516,1
523539,1
523541,3
523543,1
523549,1
523561,4
523584,1
5236,10
523601,5
523602,1
523620,3
523635,2
523649,2
523655,3
523661,2
523667,1
523678,1
523683,4
523686,1
523689,4
523713,2
523723,2
523726,1
523728,1
52373,2
523736,1
52374,1
523761,1
523774,3
523780,1
523784,1
523785,2
523793,4
523801,2
523804,1
523806,3
52381,1
523813,1
523815,4
523825,1
523837,5
523840,1
523845,1
523853,17
523854,2
523858,2
523860,3
523863,1
523864,1
523872,2
523873,15
523887,1
52389,2
523893,1
523894,1
523909,2
52392,1
52396,1
523965,1
523974,1
523977,2
523986,4
523989,3
523991,19
523996,4
524002,3
524009,1
52401,1
524012,5
524013,5
524017,3
524026,2
524032,1
524046,3
524060,3
524062,1
524064,1
524065,3
52407,1
524071,6
524075,11
524080,1
524083,7
524094,3
524118,2
524127,6
52413,1
524138,2
524142,6
524144,1
524147,7
524155,1
524173,5
524176,4
524185,2
524188,1
524202,2
524204,3
524224,1
524227,2
524237,2
524238,1
524241,2
524246,1
524248,2
524257,2
524258,4
524267,3
52427,3
524274,3
524277,1
524285,1
52429,2
524294,2
524295,3
524302,1
524310,3
524318,4
524341,1
524345,4
524353,2
524354,2
524355,4
524363,1
524373,2
524378,8
52438,2
524385,1
524398,2
524403,1
524410,3
524419,1
524427,1
524433,3
524434,4
52444,1
524440,8
524446,10
52448,8
524484,2
524489,2
524515,1
524527,1
524529,1
524531,4
524548,5
524552,2
524578,5
524579,2
52458,3
524595,3
524599,3
524602,2
524607,1
52461,2
524614,2
524633,1
524642,3
524648,1
524655,5
524661,2
524664,1
524671,3
524675,2
524702,3
524709,1
524718,7
524720,4
524734,3
524748,2
52477,2
524772,1
524777,1
524794,2
524800,2
524809,15
524810,2
524814,3
524816,2
524823,1
524827,13
524828,1
524831,20
524847,1
524861,13
524862,3
524873,4
524881,11
524894,1
524895,2
524897,2
524898,1
5249,2
524904,2
52491,5
524932,1
524935,6
52494,1
524950,1
524966,1
52497,5
524970,7
524971,1
524975,1
524994,3
524995,5
525007,5
525008,2
525010,6
525018,2
525020,2
525021,4
525027,1
52503,4
525082,1
525088,1
52509,4
525096,2
525097,2
52510,3
525104,3
525118,3
525125,1
525128,1
525141,2
525144,4
525145,4
525147,6
525148,1
525160,3
525164,4
525167,3
52517,5
525173,1
525176,2
525181,1
525190,4
5252,4
52523,2
525240,2
525243,2
52526,3
525260,5
52527,5
525281,2
52529,2
525295,1
525296,1
52530,1
525301,3
525306,9
525310,5
525312,2
525320,1
525342,1
525350,3
525353,3
525354,3
525370,4
525374,5
525375,2
525380,1
525381,2
525384,16
525391,1
525392,9
525409,2
525411,6
525414,11
525439,3
525456,1
52546,2
525463,1
525465,2
525475,4
525489,3
52549,4
525492,2
525497,1
525503,8
525527,2
525545,18
525547,1
525551,4
52556,2
525566,5
525569,1
525577,3
525586,1
525587,7
525589,1
525591,2
525597,8
525598,1
525600,8
525603,2
52561,3
525617,1
52562,3
525623,2
525625,6
525629,1
52563,3
525644,1
525648,3
525649,1
525656,1
525657,3
525660,2
525671,1
525672,4
525683,2
525684,3
525688,1
525695,1
525703,4
525705,5
52571,2
525715,2
52573,2
525732,1
52574,3
525746,4
525747,3
525749,4
525754,1
52576,3
525766,1
525772,3
525814,1
525815,2
52582,1
525823,3
525846,1
525848,1
525856,1
525865,2
525879,11
52588,3
525880,1
525886,9
525897,1
525906,3
52592,4
525923,1
525930,3
525946,2
525947,6
525952,1
525953,2
525963,3
525965,1
525975,2
525976,2
525979,1
525980,2
525987,8
525997,4
526000,2
526001,1
526003,2
526007,1
526009,2
526016,5
526022,1
526026,1
526034,1
526044,1
526052,5
526061,1
526070,2
526077,2
526087,1
526089,3
52609,2
526092,1
526094,5
526098,13
52610,5
526101,1
526104,3
526122,1
526129,3
526134,1
526143,1
526145,1
526190,1
526191,1
526195,10
5262,2
526205,11
526207,2
526211,2
526212,3
526221,1
526222,4
526239,6
526242,4
526254,3
526269,3
526289,14
526299,3
5263,3
526308,7
526330,1
526332,1
526333,1
526336,5
526350,2
526360,2
526362,1
526372,1
526380,1
526383,2
526384,2
526398,3
526425,11
526428,6
526429,1
526442,8
526454,1
526459,3
526461,4
526468,3
526469,3
526475,4
526490,3
526504,7
526511,1
526520,2
526525,3
526526,2
526530,1
526532,9
526536,2
526541,9
526569,5
526594,2
