用户ID,最近购买时间,R值
778293,2017-11-30,3
778317,2017-11-30,3
778342,2017-11-30,3
778400,2017-11-30,3
778459,2017-11-30,3
778475,2017-11-30,3
778519,2017-11-30,3
778520,2017-11-30,3
778562,2017-11-30,3
77860,2017-11-30,3
778712,2017-11-30,3
778737,2017-11-30,3
778763,2017-11-30,3
778891,2017-11-30,3
778916,2017-11-30,3
7790,2017-11-30,3
77910,2017-11-30,3
779100,2017-11-30,3
779101,2017-11-30,3
779227,2017-11-30,3
779231,2017-11-30,3
779284,2017-11-30,3
779321,2017-11-30,3
779370,2017-11-30,3
779382,2017-11-30,3
779452,2017-11-30,3
77950,2017-11-30,3
779508,2017-11-30,3
779630,2017-11-30,3
779640,2017-11-30,3
77971,2017-11-30,3
779796,2017-11-30,3
779809,2017-11-30,3
779838,2017-11-30,3
779928,2017-11-30,3
780006,2017-11-30,3
780027,2017-11-30,3
780060,2017-11-30,3
780096,2017-11-30,3
780240,2017-11-30,3
780322,2017-11-30,3
780349,2017-11-30,3
78039,2017-11-30,3
780391,2017-11-30,3
780510,2017-11-30,3
780512,2017-11-30,3
780615,2017-11-30,3
780639,2017-11-30,3
780667,2017-11-30,3
780705,2017-11-30,3
780721,2017-11-30,3
780738,2017-11-30,3
780799,2017-11-30,3
780911,2017-11-30,3
781004,2017-11-30,3
781045,2017-11-30,3
781353,2017-11-30,3
781358,2017-11-30,3
781381,2017-11-30,3
781434,2017-11-30,3
781486,2017-11-30,3
781505,2017-11-30,3
781635,2017-11-30,3
78181,2017-11-30,3
781895,2017-11-30,3
782030,2017-11-30,3
782044,2017-11-30,3
782071,2017-11-30,3
782100,2017-11-30,3
782241,2017-11-30,3
782359,2017-11-30,3
782521,2017-11-30,3
782550,2017-11-30,3
782602,2017-11-30,3
782615,2017-11-30,3
782699,2017-11-30,3
783010,2017-11-30,3
78310,2017-11-30,3
783147,2017-11-30,3
783417,2017-11-30,3
783459,2017-11-30,3
783495,2017-11-30,3
78352,2017-11-30,3
783536,2017-11-30,3
783565,2017-11-30,3
783574,2017-11-30,3
783582,2017-11-30,3
783622,2017-11-30,3
783661,2017-11-30,3
783669,2017-11-30,3
783691,2017-11-30,3
783705,2017-11-30,3
783896,2017-11-30,3
783898,2017-11-30,3
783952,2017-11-30,3
783963,2017-11-30,3
784016,2017-11-30,3
784033,2017-11-30,3
784320,2017-11-30,3
78441,2017-11-30,3
784469,2017-11-30,3
784511,2017-11-30,3
784535,2017-11-30,3
784572,2017-11-30,3
78459,2017-11-30,3
784729,2017-11-30,3
78473,2017-11-30,3
784763,2017-11-30,3
784769,2017-11-30,3
784837,2017-11-30,3
784933,2017-11-30,3
784986,2017-11-30,3
785011,2017-11-30,3
785032,2017-11-30,3
78504,2017-11-30,3
785101,2017-11-30,3
785111,2017-11-30,3
78519,2017-11-30,3
785207,2017-11-30,3
785251,2017-11-30,3
785302,2017-11-30,3
785316,2017-11-30,3
785342,2017-11-30,3
785486,2017-11-30,3
785517,2017-11-30,3
785540,2017-11-30,3
785559,2017-11-30,3
785570,2017-11-30,3
785620,2017-11-30,3
785664,2017-11-30,3
785785,2017-11-30,3
785977,2017-11-30,3
786033,2017-11-30,3
786045,2017-11-30,3
786083,2017-11-30,3
786170,2017-11-30,3
786246,2017-11-30,3
786260,2017-11-30,3
786280,2017-11-30,3
786306,2017-11-30,3
78632,2017-11-30,3
786500,2017-11-30,3
786502,2017-11-30,3
786530,2017-11-30,3
786612,2017-11-30,3
786634,2017-11-30,3
786668,2017-11-30,3
786688,2017-11-30,3
78680,2017-11-30,3
786848,2017-11-30,3
786983,2017-11-30,3
787019,2017-11-30,3
787020,2017-11-30,3
787042,2017-11-30,3
787085,2017-11-30,3
787153,2017-11-30,3
78717,2017-11-30,3
787195,2017-11-30,3
787228,2017-11-30,3
787285,2017-11-30,3
787312,2017-11-30,3
78740,2017-11-30,3
787413,2017-11-30,3
787471,2017-11-30,3
787487,2017-11-30,3
787613,2017-11-30,3
787832,2017-11-30,3
787905,2017-11-30,3
787918,2017-11-30,3
787926,2017-11-30,3
788039,2017-11-30,3
788070,2017-11-30,3
788094,2017-11-30,3
788155,2017-11-30,3
78853,2017-11-30,3
78856,2017-11-30,3
788664,2017-11-30,3
788702,2017-11-30,3
788707,2017-11-30,3
788851,2017-11-30,3
78889,2017-11-30,3
788983,2017-11-30,3
789053,2017-11-30,3
789152,2017-11-30,3
789237,2017-11-30,3
789366,2017-11-30,3
789488,2017-11-30,3
789716,2017-11-30,3
789871,2017-11-30,3
789908,2017-11-30,3
790007,2017-11-30,3
790117,2017-11-30,3
790248,2017-11-30,3
790300,2017-11-30,3
790313,2017-11-30,3
790519,2017-11-30,3
790649,2017-11-30,3
790756,2017-11-30,3
790773,2017-11-30,3
790887,2017-11-30,3
79101,2017-11-30,3
791243,2017-11-30,3
791322,2017-11-30,3
791324,2017-11-30,3
791351,2017-11-30,3
791466,2017-11-30,3
791532,2017-11-30,3
791582,2017-11-30,3
79169,2017-11-30,3
791747,2017-11-30,3
791820,2017-11-30,3
791821,2017-11-30,3
791891,2017-11-30,3
791930,2017-11-30,3
791959,2017-11-30,3
792002,2017-11-30,3
792066,2017-11-30,3
792094,2017-11-30,3
792111,2017-11-30,3
792194,2017-11-30,3
792425,2017-11-30,3
792530,2017-11-30,3
792624,2017-11-30,3
792641,2017-11-30,3
79265,2017-11-30,3
792750,2017-11-30,3
792864,2017-11-30,3
792867,2017-11-30,3
79287,2017-11-30,3
792998,2017-11-30,3
793048,2017-11-30,3
793058,2017-11-30,3
793070,2017-11-30,3
793183,2017-11-30,3
793195,2017-11-30,3
793200,2017-11-30,3
793232,2017-11-30,3
793244,2017-11-30,3
793317,2017-11-30,3
793323,2017-11-30,3
793345,2017-11-30,3
793471,2017-11-30,3
793482,2017-11-30,3
793527,2017-11-30,3
793529,2017-11-30,3
79356,2017-11-30,3
79362,2017-11-30,3
793650,2017-11-30,3
793744,2017-11-30,3
793800,2017-11-30,3
793844,2017-11-30,3
793951,2017-11-30,3
794043,2017-11-30,3
794046,2017-11-30,3
794149,2017-11-30,3
794190,2017-11-30,3
79421,2017-11-30,3
794249,2017-11-30,3
79427,2017-11-30,3
794403,2017-11-30,3
794410,2017-11-30,3
794411,2017-11-30,3
794465,2017-11-30,3
79448,2017-11-30,3
794499,2017-11-30,3
794508,2017-11-30,3
794576,2017-11-30,3
794676,2017-11-30,3
794876,2017-11-30,3
79500,2017-11-30,3
795000,2017-11-30,3
795029,2017-11-30,3
795073,2017-11-30,3
795103,2017-11-30,3
795125,2017-11-30,3
795150,2017-11-30,3
795254,2017-11-30,3
795337,2017-11-30,3
795354,2017-11-30,3
795355,2017-11-30,3
795544,2017-11-30,3
795567,2017-11-30,3
795702,2017-11-30,3
795719,2017-11-30,3
795797,2017-11-30,3
795897,2017-11-30,3
795932,2017-11-30,3
796063,2017-11-30,3
796149,2017-11-30,3
796188,2017-11-30,3
796238,2017-11-30,3
796360,2017-11-30,3
796391,2017-11-30,3
796403,2017-11-30,3
796413,2017-11-30,3
796432,2017-11-30,3
796535,2017-11-30,3
796542,2017-11-30,3
796561,2017-11-30,3
796671,2017-11-30,3
796695,2017-11-30,3
796755,2017-11-30,3
796798,2017-11-30,3
79682,2017-11-30,3
796874,2017-11-30,3
79691,2017-11-30,3
796914,2017-11-30,3
79693,2017-11-30,3
797003,2017-11-30,3
797069,2017-11-30,3
797188,2017-11-30,3
797321,2017-11-30,3
797370,2017-11-30,3
797390,2017-11-30,3
797407,2017-11-30,3
797552,2017-11-30,3
797840,2017-11-30,3
797913,2017-11-30,3
797998,2017-11-30,3
798074,2017-11-30,3
798101,2017-11-30,3
798222,2017-11-30,3
798239,2017-11-30,3
79828,2017-11-30,3
798280,2017-11-30,3
798320,2017-11-30,3
798393,2017-11-30,3
798444,2017-11-30,3
798471,2017-11-30,3
798486,2017-11-30,3
798522,2017-11-30,3
798544,2017-11-30,3
798788,2017-11-30,3
798829,2017-11-30,3
798909,2017-11-30,3
798911,2017-11-30,3
79906,2017-11-30,3
799109,2017-11-30,3
799246,2017-11-30,3
799336,2017-11-30,3
799494,2017-11-30,3
799534,2017-11-30,3
799582,2017-11-30,3
799710,2017-11-30,3
799827,2017-11-30,3
800004,2017-11-30,3
800078,2017-11-30,3
800312,2017-11-30,3
800325,2017-11-30,3
800398,2017-11-30,3
800400,2017-11-30,3
800415,2017-11-30,3
800428,2017-11-30,3
800492,2017-11-30,3
800570,2017-11-30,3
800640,2017-11-30,3
800650,2017-11-30,3
800686,2017-11-30,3
800691,2017-11-30,3
800721,2017-11-30,3
800724,2017-11-30,3
800892,2017-11-30,3
800894,2017-11-30,3
800924,2017-11-30,3
800927,2017-11-30,3
800972,2017-11-30,3
800990,2017-11-30,3
801028,2017-11-30,3
801035,2017-11-30,3
801103,2017-11-30,3
801193,2017-11-30,3
801248,2017-11-30,3
80137,2017-11-30,3
801550,2017-11-30,3
801603,2017-11-30,3
801660,2017-11-30,3
801761,2017-11-30,3
802047,2017-11-30,3
802081,2017-11-30,3
802129,2017-11-30,3
802198,2017-11-30,3
80220,2017-11-30,3
802315,2017-11-30,3
802324,2017-11-30,3
802331,2017-11-30,3
802474,2017-11-30,3
802749,2017-11-30,3
80277,2017-11-30,3
802773,2017-11-30,3
802782,2017-11-30,3
802890,2017-11-30,3
802944,2017-11-30,3
802946,2017-11-30,3
802984,2017-11-30,3
803140,2017-11-30,3
80317,2017-11-30,3
803261,2017-11-30,3
803280,2017-11-30,3
803308,2017-11-30,3
803378,2017-11-30,3
803459,2017-11-30,3
803523,2017-11-30,3
80360,2017-11-30,3
803603,2017-11-30,3
80361,2017-11-30,3
803647,2017-11-30,3
803745,2017-11-30,3
803776,2017-11-30,3
803823,2017-11-30,3
803838,2017-11-30,3
803909,2017-11-30,3
803930,2017-11-30,3
803943,2017-11-30,3
803973,2017-11-30,3
80405,2017-11-30,3
80411,2017-11-30,3
804301,2017-11-30,3
804365,2017-11-30,3
804527,2017-11-30,3
804585,2017-11-30,3
804675,2017-11-30,3
804687,2017-11-30,3
804748,2017-11-30,3
804799,2017-11-30,3
804963,2017-11-30,3
805070,2017-11-30,3
805096,2017-11-30,3
805214,2017-11-30,3
805239,2017-11-30,3
805241,2017-11-30,3
805254,2017-11-30,3
805434,2017-11-30,3
805460,2017-11-30,3
805536,2017-11-30,3
805602,2017-11-30,3
80567,2017-11-30,3
805730,2017-11-30,3
805745,2017-11-30,3
805754,2017-11-30,3
805758,2017-11-30,3
805943,2017-11-30,3
805997,2017-11-30,3
806070,2017-11-30,3
806126,2017-11-30,3
806154,2017-11-30,3
806177,2017-11-30,3
806192,2017-11-30,3
806218,2017-11-30,3
806235,2017-11-30,3
806316,2017-11-30,3
806344,2017-11-30,3
806361,2017-11-30,3
806432,2017-11-30,3
806615,2017-11-30,3
806648,2017-11-30,3
806743,2017-11-30,3
806793,2017-11-30,3
806823,2017-11-30,3
806828,2017-11-30,3
806876,2017-11-30,3
806921,2017-11-30,3
80708,2017-11-30,3
807081,2017-11-30,3
807113,2017-11-30,3
80717,2017-11-30,3
807181,2017-11-30,3
807212,2017-11-30,3
807255,2017-11-30,3
807257,2017-11-30,3
807310,2017-11-30,3
807324,2017-11-30,3
807379,2017-11-30,3
807520,2017-11-30,3
807591,2017-11-30,3
807616,2017-11-30,3
807691,2017-11-30,3
807701,2017-11-30,3
807776,2017-11-30,3
807840,2017-11-30,3
807886,2017-11-30,3
807939,2017-11-30,3
807963,2017-11-30,3
807998,2017-11-30,3
808037,2017-11-30,3
808226,2017-11-30,3
808286,2017-11-30,3
808301,2017-11-30,3
808354,2017-11-30,3
808373,2017-11-30,3
808390,2017-11-30,3
808547,2017-11-30,3
808660,2017-11-30,3
808681,2017-11-30,3
808709,2017-11-30,3
808729,2017-11-30,3
808910,2017-11-30,3
808957,2017-11-30,3
809174,2017-11-30,3
809204,2017-11-30,3
809311,2017-11-30,3
809410,2017-11-30,3
80948,2017-11-30,3
809480,2017-11-30,3
809485,2017-11-30,3
809740,2017-11-30,3
809813,2017-11-30,3
809838,2017-11-30,3
809855,2017-11-30,3
810068,2017-11-30,3
810111,2017-11-30,3
81020,2017-11-30,3
810267,2017-11-30,3
81035,2017-11-30,3
810387,2017-11-30,3
81039,2017-11-30,3
810399,2017-11-30,3
810427,2017-11-30,3
810484,2017-11-30,3
810495,2017-11-30,3
810634,2017-11-30,3
810707,2017-11-30,3
810765,2017-11-30,3
810786,2017-11-30,3
810959,2017-11-30,3
810994,2017-11-30,3
81110,2017-11-30,3
811100,2017-11-30,3
811160,2017-11-30,3
811286,2017-11-30,3
811300,2017-11-30,3
81143,2017-11-30,3
811595,2017-11-30,3
811599,2017-11-30,3
811692,2017-11-30,3
811722,2017-11-30,3
81175,2017-11-30,3
811858,2017-11-30,3
811870,2017-11-30,3
811893,2017-11-30,3
811901,2017-11-30,3
812040,2017-11-30,3
812089,2017-11-30,3
812142,2017-11-30,3
812223,2017-11-30,3
812233,2017-11-30,3
812270,2017-11-30,3
812417,2017-11-30,3
812445,2017-11-30,3
812663,2017-11-30,3
812949,2017-11-30,3
813043,2017-11-30,3
813101,2017-11-30,3
813106,2017-11-30,3
813109,2017-11-30,3
813132,2017-11-30,3
813133,2017-11-30,3
813141,2017-11-30,3
813333,2017-11-30,3
813375,2017-11-30,3
81344,2017-11-30,3
813467,2017-11-30,3
813507,2017-11-30,3
813530,2017-11-30,3
813593,2017-11-30,3
81361,2017-11-30,3
813731,2017-11-30,3
813783,2017-11-30,3
813847,2017-11-30,3
813971,2017-11-30,3
814031,2017-11-30,3
814118,2017-11-30,3
814122,2017-11-30,3
814128,2017-11-30,3
814158,2017-11-30,3
814268,2017-11-30,3
81430,2017-11-30,3
814322,2017-11-30,3
814387,2017-11-30,3
814474,2017-11-30,3
814477,2017-11-30,3
814497,2017-11-30,3
814726,2017-11-30,3
814730,2017-11-30,3
814758,2017-11-30,3
814766,2017-11-30,3
81484,2017-11-30,3
814857,2017-11-30,3
814893,2017-11-30,3
81493,2017-11-30,3
814945,2017-11-30,3
815040,2017-11-30,3
815044,2017-11-30,3
815049,2017-11-30,3
815200,2017-11-30,3
815212,2017-11-30,3
81534,2017-11-30,3
815364,2017-11-30,3
815410,2017-11-30,3
815563,2017-11-30,3
815616,2017-11-30,3
815648,2017-11-30,3
815659,2017-11-30,3
81567,2017-11-30,3
815718,2017-11-30,3
815720,2017-11-30,3
815821,2017-11-30,3
815877,2017-11-30,3
815932,2017-11-30,3
816061,2017-11-30,3
816105,2017-11-30,3
816291,2017-11-30,3
816359,2017-11-30,3
81639,2017-11-30,3
816393,2017-11-30,3
816418,2017-11-30,3
816439,2017-11-30,3
816571,2017-11-30,3
81660,2017-11-30,3
816614,2017-11-30,3
816668,2017-11-30,3
81669,2017-11-30,3
8167,2017-11-30,3
816841,2017-11-30,3
8169,2017-11-30,3
816978,2017-11-30,3
817004,2017-11-30,3
817012,2017-11-30,3
817071,2017-11-30,3
817087,2017-11-30,3
817174,2017-11-30,3
817175,2017-11-30,3
817412,2017-11-30,3
817433,2017-11-30,3
817865,2017-11-30,3
817961,2017-11-30,3
818361,2017-11-30,3
818389,2017-11-30,3
81845,2017-11-30,3
818469,2017-11-30,3
818487,2017-11-30,3
818622,2017-11-30,3
818797,2017-11-30,3
818831,2017-11-30,3
818851,2017-11-30,3
818855,2017-11-30,3
818856,2017-11-30,3
818914,2017-11-30,3
818917,2017-11-30,3
819,2017-11-30,3
819115,2017-11-30,3
819124,2017-11-30,3
81915,2017-11-30,3
819241,2017-11-30,3
819386,2017-11-30,3
819395,2017-11-30,3
819431,2017-11-30,3
819466,2017-11-30,3
819478,2017-11-30,3
819631,2017-11-30,3
819648,2017-11-30,3
819705,2017-11-30,3
819755,2017-11-30,3
819774,2017-11-30,3
819867,2017-11-30,3
819927,2017-11-30,3
819934,2017-11-30,3
819945,2017-11-30,3
819992,2017-11-30,3
819994,2017-11-30,3
820008,2017-11-30,3
820042,2017-11-30,3
820160,2017-11-30,3
820189,2017-11-30,3
820205,2017-11-30,3
820341,2017-11-30,3
820385,2017-11-30,3
820425,2017-11-30,3
82043,2017-11-30,3
82065,2017-11-30,3
820767,2017-11-30,3
82078,2017-11-30,3
820804,2017-11-30,3
820821,2017-11-30,3
820823,2017-11-30,3
82085,2017-11-30,3
820892,2017-11-30,3
82095,2017-11-30,3
820973,2017-11-30,3
821119,2017-11-30,3
821288,2017-11-30,3
821401,2017-11-30,3
821450,2017-11-30,3
821512,2017-11-30,3
82153,2017-11-30,3
821531,2017-11-30,3
821625,2017-11-30,3
821640,2017-11-30,3
821664,2017-11-30,3
821683,2017-11-30,3
821685,2017-11-30,3
82171,2017-11-30,3
82175,2017-11-30,3
821875,2017-11-30,3
821878,2017-11-30,3
821908,2017-11-30,3
822017,2017-11-30,3
822051,2017-11-30,3
822100,2017-11-30,3
822115,2017-11-30,3
822130,2017-11-30,3
822277,2017-11-30,3
822491,2017-11-30,3
822516,2017-11-30,3
82252,2017-11-30,3
82265,2017-11-30,3
822652,2017-11-30,3
822753,2017-11-30,3
822818,2017-11-30,3
822836,2017-11-30,3
823009,2017-11-30,3
82307,2017-11-30,3
8231,2017-11-30,3
82317,2017-11-30,3
823174,2017-11-30,3
823293,2017-11-30,3
823519,2017-11-30,3
823544,2017-11-30,3
823598,2017-11-30,3
823647,2017-11-30,3
823662,2017-11-30,3
823716,2017-11-30,3
823736,2017-11-30,3
823750,2017-11-30,3
823758,2017-11-30,3
823799,2017-11-30,3
823924,2017-11-30,3
824006,2017-11-30,3
824168,2017-11-30,3
824277,2017-11-30,3
824279,2017-11-30,3
824402,2017-11-30,3
82461,2017-11-30,3
824633,2017-11-30,3
824682,2017-11-30,3
824761,2017-11-30,3
824775,2017-11-30,3
824883,2017-11-30,3
824924,2017-11-30,3
824994,2017-11-30,3
825007,2017-11-30,3
825074,2017-11-30,3
825097,2017-11-30,3
825142,2017-11-30,3
825154,2017-11-30,3
825187,2017-11-30,3
825238,2017-11-30,3
82529,2017-11-30,3
825297,2017-11-30,3
825338,2017-11-30,3
825360,2017-11-30,3
825372,2017-11-30,3
825392,2017-11-30,3
825398,2017-11-30,3
825470,2017-11-30,3
825605,2017-11-30,3
825667,2017-11-30,3
825724,2017-11-30,3
825744,2017-11-30,3
825955,2017-11-30,3
826037,2017-11-30,3
826052,2017-11-30,3
82612,2017-11-30,3
826158,2017-11-30,3
826163,2017-11-30,3
826196,2017-11-30,3
826199,2017-11-30,3
826200,2017-11-30,3
826246,2017-11-30,3
826279,2017-11-30,3
826351,2017-11-30,3
826418,2017-11-30,3
826433,2017-11-30,3
82644,2017-11-30,3
826552,2017-11-30,3
826594,2017-11-30,3
826658,2017-11-30,3
826663,2017-11-30,3
826817,2017-11-30,3
826877,2017-11-30,3
826917,2017-11-30,3
826976,2017-11-30,3
827173,2017-11-30,3
827231,2017-11-30,3
827290,2017-11-30,3
827439,2017-11-30,3
827590,2017-11-30,3
827793,2017-11-30,3
828010,2017-11-30,3
828012,2017-11-30,3
828022,2017-11-30,3
828070,2017-11-30,3
828111,2017-11-30,3
828153,2017-11-30,3
828164,2017-11-30,3
828431,2017-11-30,3
828451,2017-11-30,3
828521,2017-11-30,3
828603,2017-11-30,3
828630,2017-11-30,3
828640,2017-11-30,3
828757,2017-11-30,3
828771,2017-11-30,3
828844,2017-11-30,3
828868,2017-11-30,3
828890,2017-11-30,3
828909,2017-11-30,3
828983,2017-11-30,3
829048,2017-11-30,3
829093,2017-11-30,3
829338,2017-11-30,3
829392,2017-11-30,3
829497,2017-11-30,3
829628,2017-11-30,3
829656,2017-11-30,3
829735,2017-11-30,3
829861,2017-11-30,3
830173,2017-11-30,3
830277,2017-11-30,3
83034,2017-11-30,3
830412,2017-11-30,3
830446,2017-11-30,3
830558,2017-11-30,3
830574,2017-11-30,3
830598,2017-11-30,3
83060,2017-11-30,3
830602,2017-11-30,3
830644,2017-11-30,3
830945,2017-11-30,3
83096,2017-11-30,3
831057,2017-11-30,3
831099,2017-11-30,3
831100,2017-11-30,3
831197,2017-11-30,3
831198,2017-11-30,3
831239,2017-11-30,3
831242,2017-11-30,3
831296,2017-11-30,3
831332,2017-11-30,3
831346,2017-11-30,3
83142,2017-11-30,3
83148,2017-11-30,3
831492,2017-11-30,3
83154,2017-11-30,3
831563,2017-11-30,3
831811,2017-11-30,3
831893,2017-11-30,3
831932,2017-11-30,3
83194,2017-11-30,3
83197,2017-11-30,3
832038,2017-11-30,3
832089,2017-11-30,3
832143,2017-11-30,3
832213,2017-11-30,3
832326,2017-11-30,3
832473,2017-11-30,3
832611,2017-11-30,3
832642,2017-11-30,3
832728,2017-11-30,3
832765,2017-11-30,3
832952,2017-11-30,3
833089,2017-11-30,3
833127,2017-11-30,3
833136,2017-11-30,3
833141,2017-11-30,3
833149,2017-11-30,3
833166,2017-11-30,3
83336,2017-11-30,3
83340,2017-11-30,3
833466,2017-11-30,3
833507,2017-11-30,3
833592,2017-11-30,3
833627,2017-11-30,3
833636,2017-11-30,3
833639,2017-11-30,3
833833,2017-11-30,3
833923,2017-11-30,3
833973,2017-11-30,3
83400,2017-11-30,3
834128,2017-11-30,3
834216,2017-11-30,3
834284,2017-11-30,3
834295,2017-11-30,3
834339,2017-11-30,3
834362,2017-11-30,3
834438,2017-11-30,3
834523,2017-11-30,3
834582,2017-11-30,3
834595,2017-11-30,3
834701,2017-11-30,3
834797,2017-11-30,3
834947,2017-11-30,3
834963,2017-11-30,3
835000,2017-11-30,3
835071,2017-11-30,3
835097,2017-11-30,3
835163,2017-11-30,3
835279,2017-11-30,3
835292,2017-11-30,3
835297,2017-11-30,3
83540,2017-11-30,3
835409,2017-11-30,3
835534,2017-11-30,3
835609,2017-11-30,3
835730,2017-11-30,3
835764,2017-11-30,3
835920,2017-11-30,3
836020,2017-11-30,3
83604,2017-11-30,3
836171,2017-11-30,3
836412,2017-11-30,3
836463,2017-11-30,3
836488,2017-11-30,3
836503,2017-11-30,3
836792,2017-11-30,3
836831,2017-11-30,3
836860,2017-11-30,3
836959,2017-11-30,3
836965,2017-11-30,3
837013,2017-11-30,3
837091,2017-11-30,3
837095,2017-11-30,3
837157,2017-11-30,3
837215,2017-11-30,3
83723,2017-11-30,3
837254,2017-11-30,3
837271,2017-11-30,3
83743,2017-11-30,3
837462,2017-11-30,3
837497,2017-11-30,3
837521,2017-11-30,3
837578,2017-11-30,3
837801,2017-11-30,3
837842,2017-11-30,3
837925,2017-11-30,3
838053,2017-11-30,3
83809,2017-11-30,3
838228,2017-11-30,3
838257,2017-11-30,3
838260,2017-11-30,3
838296,2017-11-30,3
838337,2017-11-30,3
838403,2017-11-30,3
838452,2017-11-30,3
83846,2017-11-30,3
838494,2017-11-30,3
838575,2017-11-30,3
838614,2017-11-30,3
838696,2017-11-30,3
838722,2017-11-30,3
838763,2017-11-30,3
83878,2017-11-30,3
838858,2017-11-30,3
838859,2017-11-30,3
838876,2017-11-30,3
838893,2017-11-30,3
83890,2017-11-30,3
838913,2017-11-30,3
838919,2017-11-30,3
838943,2017-11-30,3
838975,2017-11-30,3
838986,2017-11-30,3
839072,2017-11-30,3
839114,2017-11-30,3
839189,2017-11-30,3
839243,2017-11-30,3
839276,2017-11-30,3
839371,2017-11-30,3
839391,2017-11-30,3
839511,2017-11-30,3
839556,2017-11-30,3
839583,2017-11-30,3
839629,2017-11-30,3
839654,2017-11-30,3
839658,2017-11-30,3
839871,2017-11-30,3
839885,2017-11-30,3
839890,2017-11-30,3
839956,2017-11-30,3
839963,2017-11-30,3
839981,2017-11-30,3
840188,2017-11-30,3
840205,2017-11-30,3
840226,2017-11-30,3
840282,2017-11-30,3
840286,2017-11-30,3
840307,2017-11-30,3
840349,2017-11-30,3
840635,2017-11-30,3
840912,2017-11-30,3
840984,2017-11-30,3
841096,2017-11-30,3
84122,2017-11-30,3
841311,2017-11-30,3
841391,2017-11-30,3
841470,2017-11-30,3
841503,2017-11-30,3
841554,2017-11-30,3
841605,2017-11-30,3
841666,2017-11-30,3
841714,2017-11-30,3
841741,2017-11-30,3
841823,2017-11-30,3
841910,2017-11-30,3
841928,2017-11-30,3
842027,2017-11-30,3
842063,2017-11-30,3
842184,2017-11-30,3
842263,2017-11-30,3
842378,2017-11-30,3
842465,2017-11-30,3
842490,2017-11-30,3
842492,2017-11-30,3
84253,2017-11-30,3
842535,2017-11-30,3
842611,2017-11-30,3
842613,2017-11-30,3
842677,2017-11-30,3
842733,2017-11-30,3
842734,2017-11-30,3
842802,2017-11-30,3
842915,2017-11-30,3
842989,2017-11-30,3
84309,2017-11-30,3
843172,2017-11-30,3
843440,2017-11-30,3
843455,2017-11-30,3
843504,2017-11-30,3
843597,2017-11-30,3
843641,2017-11-30,3
843648,2017-11-30,3
843671,2017-11-30,3
843715,2017-11-30,3
843730,2017-11-30,3
843771,2017-11-30,3
843779,2017-11-30,3
84385,2017-11-30,3
843898,2017-11-30,3
843975,2017-11-30,3
844037,2017-11-30,3
844158,2017-11-30,3
84422,2017-11-30,3
844234,2017-11-30,3
844345,2017-11-30,3
844354,2017-11-30,3
844359,2017-11-30,3
8444,2017-11-30,3
844418,2017-11-30,3
844527,2017-11-30,3
84461,2017-11-30,3
844667,2017-11-30,3
84468,2017-11-30,3
844699,2017-11-30,3
844702,2017-11-30,3
844729,2017-11-30,3
844741,2017-11-30,3
844759,2017-11-30,3
844937,2017-11-30,3
84495,2017-11-30,3
844978,2017-11-30,3
84498,2017-11-30,3
845040,2017-11-30,3
845057,2017-11-30,3
845069,2017-11-30,3
84509,2017-11-30,3
845164,2017-11-30,3
845202,2017-11-30,3
845338,2017-11-30,3
845366,2017-11-30,3
845518,2017-11-30,3
845603,2017-11-30,3
845682,2017-11-30,3
845774,2017-11-30,3
845862,2017-11-30,3
8459,2017-11-30,3
845916,2017-11-30,3
845934,2017-11-30,3
845984,2017-11-30,3
84605,2017-11-30,3
846054,2017-11-30,3
846061,2017-11-30,3
846120,2017-11-30,3
84645,2017-11-30,3
846473,2017-11-30,3
846475,2017-11-30,3
84665,2017-11-30,3
846722,2017-11-30,3
846809,2017-11-30,3
846923,2017-11-30,3
846947,2017-11-30,3
846998,2017-11-30,3
847116,2017-11-30,3
847170,2017-11-30,3
847173,2017-11-30,3
847231,2017-11-30,3
847233,2017-11-30,3
847311,2017-11-30,3
847561,2017-11-30,3
847689,2017-11-30,3
847706,2017-11-30,3
847876,2017-11-30,3
847916,2017-11-30,3
848108,2017-11-30,3
848118,2017-11-30,3
84820,2017-11-30,3
848210,2017-11-30,3
848275,2017-11-30,3
848326,2017-11-30,3
848376,2017-11-30,3
848402,2017-11-30,3
848459,2017-11-30,3
848534,2017-11-30,3
84863,2017-11-30,3
848695,2017-11-30,3
848806,2017-11-30,3
848821,2017-11-30,3
848961,2017-11-30,3
848972,2017-11-30,3
848986,2017-11-30,3
849009,2017-11-30,3
84911,2017-11-30,3
849198,2017-11-30,3
849280,2017-11-30,3
84935,2017-11-30,3
849368,2017-11-30,3
849667,2017-11-30,3
849721,2017-11-30,3
849832,2017-11-30,3
849847,2017-11-30,3
849865,2017-11-30,3
849868,2017-11-30,3
849952,2017-11-30,3
849958,2017-11-30,3
850031,2017-11-30,3
85030,2017-11-30,3
850347,2017-11-30,3
850398,2017-11-30,3
850399,2017-11-30,3
850517,2017-11-30,3
850568,2017-11-30,3
850665,2017-11-30,3
850869,2017-11-30,3
850951,2017-11-30,3
851131,2017-11-30,3
851137,2017-11-30,3
851148,2017-11-30,3
85116,2017-11-30,3
851222,2017-11-30,3
851262,2017-11-30,3
851379,2017-11-30,3
851429,2017-11-30,3
851467,2017-11-30,3
851488,2017-11-30,3
851577,2017-11-30,3
851591,2017-11-30,3
851671,2017-11-30,3
